LABEL,TEXT,URL,EMAIL,PHONE
ham,لول ... أحتاج حقًا أن أتذكر تناول الطعام عندما أشرب ، لكنني أقدر أنك تركتني بصحبة تلك الليلة يا حبيبي * يبتسم *,No,No,No
ham,سميث نفايات دا.أريد جايل.,No,No,No
spam,رنين 84484,No,No,yes
ham,أنا حقًا لست مستعدًا لذلك ما زلت الليلة حبيبي,No,No,No
ham,هل أنت هنا بعد؟ أنا أرتدي قميصًا أزرقًا وبنطلونًا أسود.,No,No,No
ham,كنت قد سألت سؤالا قبل بضع ساعات. أجب عليه أولاً,No,No,No
ham,هذا يبدو حنونًا بلا داعٍ,No,No,No
ham,إذا طلبت منها أو قالت أي رسالة من فضلك.,No,No,No
ham,هذا بارد. اعجبتني صورك.,No,No,No
ham,قليل من ابتسامتي هي hppnss ، قطرة دمعة هي حزني ، جزء من قلبك هو حياتي ، قلب مثل قلبي سيهتم بك ، إلى الأبد كصديق لي .. أنا أحبك,No,No,No
spam,النغمات الجديدة هذا الأسبوع تشمل: 1) McFly-All Ab .. ، 2) Sara Jorge-Shock .. 3) Will Smith-Switch .. للطلب ، اتبع التعليمات الواردة في الرسالة التالية,No,No,No
ham,مرحبًا يا دكتور الثابتة والمتنقلة ، أريد الحصول على قميص جميل يناسب زوجي اللطيف الذي يناسب ميزانيتي & lt؛ # & gt؛ k مساعدة الثابتة والمتنقلة سوف أقوم بتحميل بطاقة d abi hw ، ابقيني على اطلاع luv. 2 ميغا جول,No,No,No
smishing,العاجلة! نحاول الاتصال بـ U Todays draw يوضح أنك فزت بجائزة 800 جنيه استرليني مضمونة. اتصل على 09050000460 من الخط الأرضي. مطالبة J89. صندوق البريد,No,No,yes
ham,هممم.لا يزال لدينا افتتاحية؟,No,No,No
ham,"قال إديسون بحق: ""يمكن للحمق أن يسأل أسئلة أكثر مما يستطيع الرجل الحكيم أن يجيب عليها"" الآن أنت تعرف سبب صمتنا جميعًا خلال ViVa .. GM ، GN ، GE ، GNT :-)",No,No,No
ham,إلتقط الله زهرة و انغمسها ندى ، بلمسها بلطف و تحولها إليك ، و قال الموهوب ، هذا الصديق هو 4U,No,No,No
ham,رقم! لكننا وجدنا متجر مزرعة فرق لشراء بعض الجبن. في طريق العودة الآن ، هل يمكنني الاتصال؟,No,No,No
spam,اتصل بألمانيا مقابل بنس واحد فقط للدقيقة! الاتصال من خط ثابت عبر رقم الوصول 0844861 85 85. لا يوجد دفع مسبق. الوصول المباشر! www.telediscount.co.uk,yes,No,yes
ham,UPS وهي 3 أيام أيضًا ، وشركة الشحن التي تستغرق أسبوعين. الطريقة الأخرى هي usps التي تستغرق أسبوعًا ولكن عندما تتأخر قد تضطر إلى رشوة nipost للحصول على أغراضك.,No,No,No
ham,موافق. أنا أشاهد التلفاز أيضًا.,No,No,No
ham,هي تجد. لقد أرسلت لك رسالة غير متصلة بالإنترنت لتعرف كيف أنجولا الآن.,No,No,No
ham,طيب لورو vey جيد ..,No,No,No
smishing,لقد فزت بجائزة مضمونة بقيمة 1000 جنيه إسترليني أو 2000 جنيه إسترليني. للمطالبة بالجائزة السنوية ، اتصل بممثل خدمة العملاء على 08714712379 بين الساعة 10 صباحًا و 7 مساءً التكلفة 10 مساءً,No,No,yes
ham,لا * أنا أعمل على شيء يرن ولكن لدي منزل كامل من صراخ النقانق حتى * أنا أسحب شعري! احبك,No,No,No
spam,Kit Strip - لقد تم دفع مبلغ 150 ص. Netcollex Ltd. ص.ب 1013 IG11 OJA,No,No,No
ham,مرحبا ، هل كنت تدفع المال في حسابي؟ إذا كان الأمر كذلك ، شكرًا. حصلت على مفاجأة سارة عندما تحققت من رصيدي -u c ، لا أحصل على كشوفات حساب 4 تلك,No,No,No
ham,Guai ... Ü shd haf رآه عندما يكون شقيًا ... Ü حر جدًا اليوم؟ يمكن أن تذهب للركض ...,No,No,No
ham,قالوا ü dun haf جواز سفر أو شيء مثل dat .. أو ü juz أرسل إلى حساب بريدي الإلكتروني ..,No,No,No
ham,هل تعلم ماذا فعل مليكة شيراوات البارحة؟ اكتشف الآن @ & lt؛ URL & gt؛,No,No,No
smishing,لاحظت Nationwide أن بطاقة الخصم الخاصة بك قد تم استخدامها مؤخرًا في 29-11-2016 15:04:43 ، في متجر APPLE ONLINE مقابل 1267.00 جنيهًا إسترلينيًا. لا ترد عن طريق الرسائل القصيرة http://www.Nationwide.co.uk,No,No,yes
ham,متى عاد أبي.,No,No,No
ham,نعم ، أنا في المكتب da :),No,No,No
ham,ك:) ك :) ما هي التفاصيل التي تريد نقلها؟,No,No,No
ham,ذهب إلى النوم بسرعة عزيزي.,No,No,No
ham,K :) eng هزاز في الرماد :),No,No,No
ham,ممنوع الصراخ يعني الصراخ ..,No,No,No
ham,علينا أن نختار (رايان ماكليران) هناك.,No,No,No
ham,كلا ، ما زلت في السوق,No,No,No
ham,سآتي غدا يا عزيزي,No,No,No
ham,لقد نجح الأخ الأكبر حقًا في التخلص من البرميل مع هذا الدفق من غير الأسوياء الاجتماعيين,No,No,No
ham,شكرا دا تانجام ، أشعر بسعادة كبيرة جدا عزيزي. أنا أيضا أفتقدك دا.,No,No,No
ham,ستأتي لعبة deus السابقة الجديدة في وقت مبكر من العام المقبل,No,No,No
ham,سأصل إلى لياو. قال تي شيرت.,No,No,No
ham,ماذا فعلت في الإجازة.,No,No,No
ham,دا تاريخ ميلادي في الشهادة في أبريل ولكن التاريخ الحقيقي هو اليوم. لكن لا تنشره. سأقدم لك معاملة خاصة إذا احتفظت بالسر. بأي حال من الأحوال شكرا على التمنيات,No,No,No
ham,لا ... أعتقد أنني سأذهب إليه يوم الاثنين ... آسف لقد أجبته في وقت متأخر جدًا,No,No,No
ham,التسكع مع أخي وعائلته,No,No,No
smishing,خاص! يوضح كشف الحساب لعام 2003 الخاص بك لـ 07753741225 800 نقطة غير مستردة S.I.M. اتصل 08715203677 كود المعرف: 42478 تنتهي في 24/10/04,No,No,yes
ham,أتمنى لك العديد من العوائد من اليوم .. عيد ميلاد سعيد فيكي ..,No,No,No
spam,"نغمة الرنين المجانية الخاصة بك في انتظار جمعها. ما عليك سوى إرسال كلمة المرور ""MIX"" إلى 85069 للتحقق. احصل على حاجب وبريتني.",No,No,yes
ham,لول ... كنت أعرف ذلك .... رأيته في متجر الدولار,No,No,No
ham,عزيزي المرتاح من Westonzoyland ، جميعهم سيخططون لهذه الغاية أيضًا!,No,No,No
ham,قال إن قهقه صحيح عندما رآك مرة أخرى! من المحتمل أن تكون أول شخص ثنائي من NVQ ، لكن فكر في المبلغ الذي يمكنك الحصول عليه!,No,No,No
ham,ضع علامة ، تيك ، ضع علامة .... أين أنت؟ يمكن أن أموت من الوحدة كما تعلم! * pouts * * stomps أقدام * أحتاجك ...,No,No,No
ham,نعم بالتأكيد سأغادر في غضون دقيقة,No,No,No
ham,إنه حقًا يحبطني بمجرد التسكع.,No,No,No
ham,حصلت لي ... متى؟,No,No,No
ham,عادةً ما أستخدمه لشرب المزيد من الماء يوميًا :),No,No,No
ham,Mon okie lor ... Haha ، الأفضل هو رخيص n gd food la ، ex oso okie ... يعتمد على ما إذا كانت wana تأكل طعامًا غربيًا أو صينيًا ... Den الذي تفضله ...,No,No,No
ham,إحضار مؤتمر نزع السلاح لا تنسى,No,No,No
ham,"U بحاجة إلى عروضي دائمًا bcz U لا يمكن أن يسيء الحب. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'Love' got it. لا تضايقني ....",No,No,No
spam,أعلى نغمة مجانية - إضافة إلى نغمة الرنين الأسبوعية - احصل على أول أسبوع مجانًا - أرسل SUBPOLY إلى 81618-؟ 3 في الأسبوع - توقف الرسائل القصيرة -08718727870,No,No,yes
ham,هههه ... يمكن ... لكنني أتناول العشاء مع ابن عمي ...,No,No,No
ham,اراك هناك!,No,No,No
smishing,هل تريد هاتف فيديو جديد؟ 600 دقيقة في أي وقت لأي شبكة 400 دقيقة مكالمات فيديو شاملة وتنزيلات 5 في الأسبوع مجانًا delTOMORROW اتصل على 08002888812 أو قم بالرد الآن,No,No,yes
ham,جيد. لا يسمح بملابس السباحة :),No,No,No
spam,هذه الرسالة مجانية. مرحبًا بك في نادي Sex & Dogging الجديد والمحسّن! لإلغاء الاشتراك في هذه الخدمة رد STOP. msgs @ 150p 18 + فقط,No,No,No
ham,نعم ، ربما هنا لفترة من الوقت,No,No,No
ham,لست متأكدا من القائمة الليلية. . . أعرف فقط عن قائمة الظهر,No,No,No
ham,يتسبب Cps في انقطاع التيار للحفاظ على الطاقة.,No,No,No
ham,تعال وبحث فيد .. لا تنتهي ..,No,No,No
ham,أرغ لماذا لا يوجد أحد في المدينة ؛ _ ؛,No,No,No
ham,لقد طبع Olol منشورًا في المنتدى بواسطة شخص لديه نفس المشكلة بالضبط والتي تم إصلاحها باستبدال وحدة معالجة الرسومات (gpu). نأمل ألا يتجاهلوا ذلك.,No,No,No
ham,لديها مشاكل الآن. سيصلح لها غدا.,No,No,No
ham,إذا كنت / حرة يمكنني أن أعطي. خلاف ذلك nalla adi entey nattil kittum,No,No,No
ham,لول ، حسنًا ، لم أتذكر حتى آخر ليلة,No,No,No
ham,لا ، بطانياتي كافية ، تشك,No,No,No
ham,نعم. أنا أحب الأثاث الوردي مع ذلك.,No,No,No
ham,سأقوم بتسليمها هاتفي للدردشة مع ش,No,No,No
ham,مهلا ، هل يمكنك إخباري بعنوان بليك؟ أراد كارلوس أن ألتقي به هناك لكنني ضاعت وهو لا يرد على هاتفه,No,No,No
smishing,اور ذاهب 2 باهاماس! CallFREEFONE 08081560665 والتحدث إلى عامل تشغيل مباشر للمطالبة برحلة الباهاما بقيمة 2000 جنيهًا إسترلينيًا نقدًا 18 + فقط. لإلغاء الاشتراك ، أرسل X إلى 07786200117,No,No,yes
ham,سأعود إلى المنزل 4 عشاء.,No,No,No
ham,أنا أفضل أيام الفراغ ... الثلاثاء ، الأربعاء ، الجمعة أوسو يمكن ... Ü اسأل هؤلاء العمل ...,No,No,No
ham,لقد أشرت إلى أصدقائي الذين بدا أنك تحسبون كأصدقائك.,No,No,No
ham,قام شخص ما بإعداد موقع ويب حيث يمكنك لعب لعبة Hold em باستخدام eve online spacebucks,No,No,No
ham,يقول جيسون إنه من الرائع أن نلتقط بعضًا من مكانه في غضون ساعة,No,No,No
ham,الذهاب لتناول العشاء. msg لك بعد.,No,No,No
ham,ماذا تفعل الآن؟,No,No,No
smishing,لديك رسالة واحدة جديدة. يرجى الاتصال على 08712400200.,No,No,yes
ham,"أوه! اللعنة ، اعتقدت أن هذه كانت رحلتك! Loooooool ... هذا أكثر منطقية الآن ... * ابتسامات * وكان مرجع الأريكة ... رابط ""النوم على الأريكة"" الذي أرسلته إلي ... لم يكن هذا هو ما ذهبت إليه في رحلتك ؟ أوه ... ألم يذهب طفلك معك لهذا الاحتفال بإيجارك؟",No,No,No
ham,رائعة. أنا في الكنيسة الآن ، سأرحل عندما أخرج,No,No,No
ham,جاي يضحك ويخبرني أن س يفسد الحبال تمامًا بينما نتحدث,No,No,No
ham,نفس الشيء ، أنا في حفل ذكرى عماتي العظيمة في تاربون سبرينغز,No,No,No
ham,Aiyo cos i sms ü ثم ü رد neva لذا أنتظر 4 ü للرد كبير. أنا لم أنتهي من معملك.,No,No,No
smishing,لقد فزت! بصفتك أحد عملاء Vodafone الكرام ، فقد اختارك جهاز الكمبيوتر الخاص بك للفوز بجائزة 350 جنيهًا إسترلينيًا. الجمع سهل. فقط اتصل على 09061743385,No,No,yes
ham,يحاول يسوع أرماند حقًا إخبار كل شخص يمكنه العثور عليه,No,No,No
ham,يو تستيقظ بالفعل؟ Thanx 4 e tau sar piah إنه لطيف للغاية.,No,No,No
ham,هل أنت بخير حبيبي؟ :),No,No,No
ham,يجب أن أرسل هذا exe إلى معرف البريد الخاص بك.,No,No,No
ham,تسير الأمور على ما يرام ... لا توجد مشكلة .. ولكن ما زلت بحاجة إلى القليل من الخبرة لفهم صوت العملاء الأمريكيين ...,No,No,No
smishing,لم يسمع من U4 حين. اتصل بـ 4 rude chat private line 01223585334 to cum.,No,No,yes
ham,رحلتنا هادئة بنفس القدر - ليس الكثير من راكبي الدراجات المزعجين في ذلك الوقت من الليل ؛).,No,No,No
ham,توقف عن معرفتي جيدا!,No,No,No
ham,هممم ... وتخيلوا بعد عودتكم إلى المنزل من ذلك الاضطرار إلى فرك قدمي ، وجعل لي العشاء ومساعدتي في الاستعداد لموعدتي! هل أنت متأكد أنك مستعد لهذا النوع من الحياة؟,No,No,No
ham,Yupz ... لقد حجزت فتحات 4 بلدي عطلة نهاية الأسبوع ياو ...,No,No,No
ham,موافق. أنا فقط أطلب فيلم abt e. يو wan ktv oso؟,No,No,No
ham,رائع ، أرسل لي رسالة نصية عندما تكون جاهزًا,No,No,No
spam,تم المزايدة على U بواسطة simonwatson5120 على Shinco DVD Plyr. 2 محاولة مرة أخرى ، قم بزيارة الرسائل القصيرة. ac / smsrewards 2 إخطارات العطاءات النهائية ، قم بالرد على END OUT,No,No,No
ham,آسف ، كان في الحمام ، سوب,No,No,No
ham,Esplanade لور. اين أيضا...,No,No,No
ham,من الغد فصاعدا عشية 6 إلى 3 عمل.,No,No,No
ham,أسعى سيدة في الشارع وهو غريب في الملاءات. هل هذا أنت؟,No,No,No
ham,أعتقد أنه من غير المجدي استدعاء u 4 شيئًا مهمًا.,No,No,No
ham,ELLO BABE U موافق؟,No,No,No
ham,Aiyo ... درسها مبكرًا جدًا ... ما زلت نائمًا ، هاها ... حسنًا ، اذهب إلى المنزل ياو دن أكد لي لو ...,No,No,No
spam,هل كان هاتفك المحمول 11mths +؟ يحق لك التحديث إلى أحدث هاتف محمول مزود بكاميرا ملونة مجانًا! اتصل بشركة Mobile Update Co مجانًا على الرقم 08002986907,No,No,yes
ham,سأرى ما إذا كان بإمكاني التأرجح قليلاً ، وحصلت على بعض الأشياء للعناية بها هنا أولاً,No,No,No
ham,لقد عانت معدتي من الكثير من الصدمات أقسم أنني لا أستطيع تناول الطعام. من الأفضل أن أفقد الوزن.,No,No,No
ham,اذهب حتى نقطة جورونج ، مجنون .. متوفر فقط في بوفيه بوغيس إن وورلد لا إي ...,No,No,No
smishing,تم تعليق حسابك على الإنترنت في Bank of America ، قم بتسجيل الدخول لاستعادة http: // itdo / bankofamerica-session-user,yes,No,No
ham,عيد ميلاده الحقيقي في أبريل.,No,No,No
ham,لقد أطلقوا واحدة إيطالية أخرى اليوم ولديها خيار cosign,No,No,No
ham,لا بأس ، إيما تحصل على مشروب أو شيء ما. تريدني أن آتي لأجدك؟,No,No,No
ham,سيدي ، لن تتلقى الحساب مرة أخرى. أسف على التأخر.,No,No,No
ham,أعرف أنك. هل يمكنك من فضلك فتح الظهر؟,No,No,No
ham,فقط أعد العشاء ، أنت؟,No,No,No
ham,أبدا y lei ... أنا v كسول ... حصلت على وات؟ Dat day ü أرسل لي da url غير قادر على العمل ...,No,No,No
ham,يسعدني أن تسير الأمور على ما يرام :) تعال في الساعة 11 ، ثم سيكون لدينا متسع من الوقت قبل أن يذهب كلير إلى العمل.,No,No,No
ham,طبعا أنا أيضا تحميل بعض الأغاني,No,No,No
ham,لكنني حقا مفلس حقا أوه. لا يوجد مبلغ صغير جدًا حتى & lt؛ # & gt؛,No,No,No
spam,الدقائق المزدوجة والنصوص 4 6 أشهرمتوفر على هواتف Sony و Nokia Motorola. اتصل بـ MobileUpd8 على 08000839403 أو call2optout / N9DX,No,No,yes
ham,ثم غير قادر على الحصول على كمبيوتر محمول دا؟ بطاقتي matric wif ü lei ...,No,No,No
ham,أعتقد أن تشيناي نسيت أن تأتي للبيع بالمزاد ..,No,No,No
ham,طيب انا juz تلقي ..,No,No,No
smishing,Englishvocabulary ululate: حداد بصوت عالٍ وشديد AD: مكالمات مجانية غير محدودة إلى أي هاتف جربه اليوم http://bit.ly/unlmtdfreecall share wid frnd,yes,No,No
ham,ايه دن سات يو كتاب و ك ب لياو هاه ...,No,No,No
spam,تذاكر عيد الميلاد ورأس السنة الجديدة معروضة للبيع الآن من النادي ، خلال النهار من الساعة 10 صباحًا حتى 8 مساءً ، ويوم الخميس والجمعة والسبت ليلاً من هذا الأسبوع. إنهم يبيعون بسرعة!,No,No,No
ham,"العيش بسيط جدًا .. الحب بسيط أيضًا .. الضحك بسيط جدًا .. الفوز بسيط جدًا .. لكن كونك ""بسيطًا"" صعب جدًا .. آمل أن تفهم ... ليلة سعيدة ...",No,No,No
ham,هل حصلت على قصة هؤلاء الأشخاص .. دعنا نعرف ..,No,No,No
ham,آسف ، لقد بدأت متأخرة ، نحن في الطريق,No,No,No
spam,إطلاق خاص نافراترا 9 أكتوبر. CHD تقدم المرحلة 3 من Avenue71 ، Shona Road ، Gurgaon *@Rs.4150/- Lease Rs.400 / - كخصم افتتاحي Sms ICD إلى 54999,No,No,yes
ham,نعم ، أين أنت في دجبراث؟ صوتها فقط مثل JAN C THAT S AL !!!!!!!!!,No,No,No
ham,سيكون الأمر صعبًا ، لكنني سأفعل ما يجب أن أفعله,No,No,No
ham,حسنًا ، تحدث معي لاحقًا,No,No,No
ham,لذلك عندما تحصل على وصول rimac,No,No,No
ham,صديقي آه ... Okie lor ، goin 4 my drivin den go shoppin after tt ...,No,No,No
ham,لا استعجال. انا لا اعمل. أنا في المدرسة لذا إذا اندفعنا بالجوع.,No,No,No
ham,آه ، حسنًا ، هذا يربك الأشياء ، أليس كذلك؟,No,No,No
ham,طيب لور. هذه أخبار جيدة ..,No,No,No
ham,شكرًا. كان فقط من tescos ولكنه لطيف للغاية. ذهب كل شيء الآن. تحدث قريبا,No,No,No
smishing,العاجلة! نحاول الاتصال بـ U. تظهر السحب اليوم أنك فزت بجائزة 800 جنيه إسترليني مضمونة. اتصل على 09050003091 من الخط الأرضي. المطالبة C52. صالحة 12 ساعة فقط,No,No,yes
smishing,لقد فاز رقم الهاتف المحمول الخاص بنا بمبلغ 5000 جنيه إسترليني ، للمطالبة بإعادة الاتصال بنا أو الاتصال بالخط الساخن للمطالبات على 09050005321.,No,No,yes
ham,فقط أرسل مرة أخرى. هل تصرخين وتئن في السرير ، يا أميرة؟,No,No,No
ham,Wen ur loved bcums angry wid u ، dnt تأخذ الأمر على محمل الجد .. كونك غاضبًا هو أكثر طفولية n الطريقة الحقيقية لإظهار المودة العميقة ... أتمنى لك يومًا سعيدًا.,No,No,No
ham,هل يجب أن أشتري له بلاك بيري بولد 2 أو تورتش. هل يجب أن أشتريه جديدًا أم مستعملًا. اسمحوا لي أن أعرف. بالإضافة إلى أنك تقول أنني يجب أن أشتري العلامة & lt؛ # & GT؛ باد واي فاي. وماذا تقول عن ال & lt؛ # & gt؛ ز؟,No,No,No
ham,أعتقد أنك أرسلت النص إلى هاتف المنزل. لا يمكن عرض النصوص. إذا كنت لا تزال ترغب في إرسالها ، فإن رقمه هو,No,No,No
ham,معاون الدعم الفني للشبكات.,No,No,No
ham,هل رأيت من عاد إلى هولبي ؟!,No,No,No
ham,لا أعرف حتى متى ... لنذهب لتعلم البيلاتس ...,No,No,No
ham,حصلت على أموال الغاز هيلا ، هل تريد الذهاب في مغامرة الطبيعة الكبرى مع جاليليو قليلاً؟,No,No,No
ham,قم بتحديث حالة دفتر الوجوه بشكل متكرر :),No,No,No
ham,في لقاء دا. سوف أتصل بك,No,No,No
ham,قل عزيزي ما حدث لك. لماذا تتحدث معي مثل عليان,No,No,No
ham,المسيح الحي المقدس ما يأخذك وقتا طويلا,No,No,No
ham,تستثمر Rofl betta في بعض منتجات مكافحة الشيخوخة,No,No,No
ham,ما هو رقم غرفتك مرة أخرى؟ أريد التأكد من أنني أطرق الباب الأيمن,No,No,No
ham,استمتع بحياتك. . طاب مساؤك,No,No,No
smishing,العاجلة! حصل هاتفك المحمول على جائزة المتصل الإضافية بقيمة 1،500 جنيه إسترليني في 27/6/03. محاولتنا الأخيرة 2 اتصل بـ U! اتصل 08714714011,No,No,yes
ham,K .. أنا yan jiu liao ... سات يمكننا الذهاب 4 bugis vill واحد frm 10 إلى 3 den hop to parco 4 nb. يمكن للشمس أن تذهب سينمائيًا من 1030 إلى 2 ، أو دن هوب إلى شركة أورك إم آر تي 4 هيب هوب في 4 ...,No,No,No
ham,دونو لي يقول نيفا ...,No,No,No
ham,أرسل لي رقم yetty من فضلك.,No,No,No
ham,أدرك أنك رجل مشغول وأنا أحاول ألا أكون مصدر إزعاج. يجب أن أحصل على بعض الاختبارات من الطريق ثم أجرب السيارات. هل لديك يوم gr8,No,No,No
smishing,تهانينا ، منحت إما قسائم هدايا CD بقيمة 500 جنيه إسترليني وإدخال مجاني 2 سحب أسبوعي بقيمة 100 جنيه إسترليني txt MUSIC إلى 87066 TnCs www.Ldew.com1win150ppmx3age16,yes,No,yes
spam,عادت Fantasy Football إلى التلفزيون. انتقل إلى Sky Gamestar على Sky Active والعب 250 ألف جنيه إسترليني Dream Team. يبدأ التسجيل يوم السبت ، لذا سجل الآن! SKY OPT OUT إلى 88088,No,No,yes
ham,حتى أخي لا يحب التحدث معي. يعاملونني مثل براءات الاختراع.,No,No,No
smishing,هل تريد 750 في أي وقت أي شبكة 150 دقيقة نصية وهاتف فيديو جديد بخمسة جنيهات فقط في الأسبوع اتصل على 08000776320 الآن أو رد للتوصيل غدًا,No,No,yes
ham,رائحة جميلة في هذه الحافلة وهي ليست تبغ ...,No,No,No
ham,هذه أغنية رائعة,No,No,No
ham,هل يمكنك استخدام الطوابع الأجنبية لأي شيء ترسله من أجله؟,No,No,No
ham,ثم. انت الاكبر يعرف.,No,No,No
ham,أوه ، الكبير يقضي قليلاً من الحفلة لكنه لا يذكر أي رسوم تغطية ، لذا فمن المحتمل أن يكون من يأتي أولاً يخدم أولاً,No,No,No
ham,يمكنك الاتصال الآن ...,No,No,No
ham,Err ... Cud do. أنا ذاهب إلى الساعة 8 مساءً. ليس لدي طريقة للاتصال به حتى ذلك الحين.,No,No,No
ham,سيكون سبتمبر بحلول ذلك الوقت!,No,No,No
ham,أعتقد أن هذا هو سبب قلقك. يجب أن تعلم أن هناك طريقة يصلح بها الجسم نفسه. وأنا متأكد من أنه لا داعي للقلق. سنأخذ الأمر ببطء. أولاً ، الاختبارات ، ستوجهك عندما تسترخي الإباضة. لا شيء قلته هو سبب للقلق ولكني سأستمر في متابعتك.,No,No,No
ham,مهلا ، هل * طقوس u وضعت »10 evey mnth هل هذا كل شيء؟,No,No,No
ham,سوف ألعق كل قطرة :) هل أنت مستعد لاستخدام فمك أيضًا؟,No,No,No
ham,أرسل لي رسالة نصية عندما تعود إلى مو وسأتأرجح ، أحتاج إلى شخص ما ليحضر لي الباب,No,No,No
ham,موافق. جيد�,No,No,No
ham,أوه ، واو هذا مثلي الجنس. سوف تساعد تحديث البرامج الثابتة,No,No,No
ham,شكرا جزيلا على المكالمة. أنا أقدر اهتمامك.,No,No,No
ham,غير قادر على فعل أي شيء.,No,No,No
ham,اتركه لي لار ... Ü wan حمل ثقيلة جدا ... هل da num 98321561 مألوف ل ü؟,No,No,yes
ham,في أي وقت لور ...,No,No,No
ham,متى. أنا خارج حتى المشكلة 3 أو نحو ذلك,No,No,No
spam,هل ستلتقي بشريك أحلامك قريبًا؟ هل مسيرتك من 2 بداية flyng؟ 2 اكتشف مجانًا ، txt HORO متبوعًا بعلامة النجمة الخاصة بك ، e. ز. هورو الحمل,No,No,No
ham,هل يمكنك إخبار شولا بالذهاب إلى كلية الطب وزيارة القسم الأكاديمي ، وإخبار السكرتيرة الأكاديمية بالوضع الحالي واسأل عما إذا كان يمكنها الانتقال إلى هناك. يجب أن تطلب من شخص ما التحقق من Sagamu لنفس الشيء و lautech. من الأهمية بمكان أن تكمل تعليمها الطبي في نيجيريا. إنها أقل تكلفة وأقل تكلفة بكثير. ما لم تكن ستحصل على أسعار المواطنين في نيوزيلندا.,No,No,No
ham,قميص أسود وجينز أزرق ... أعتقد أنني سأكون ...,No,No,No
ham,مرحبًا ، مرحبًا ، مرحبًا ، آسف ، لقد استغرق الأمر وقتًا طويلاً في الرد - لقد تركت الهاتف المحمول عند الأصدقاء في لانكستر ، لقد حصلت عليه للتو باك Neway im آسف لم أستطع جعل يومك الثاني 2 هون!,No,No,No
smishing,RMO.00 R.HB: RM4388.00 تم شحنه على بطاقتك Numer 9577 في AwG-KLIA2 في 24/10/16 1032: 29 الرمز المرجعي 342152 اتصل على 03216837293 إذا لم تقم بتنفيذ هذا Txn,No,No,yes
ham,أنا في اجتماع ، اتصل بي لاحقًا في الليل,No,No,No
ham,زوجة.,No,No,No
smishing,مسابقة Moby Pub. اربح جائزة High Street بقيمة 100 جنيه إسترليني إذا كنت تعرف من ستكون دوقة كورنوال الجديدة؟ أرسل اسمها الأول إلى 82277.unsub STOP 1.50 جنيه إسترليني 008704050406 ليرة سورية,No,No,yes
ham,Gud mrng عزيزي أتمنى لك يومًا سعيدًا .. أتمنى أن تكون بخير ..,No,No,No
smishing,عميل UpgrdCentre Orange ، يمكنك الآن المطالبة بترقية CAMERA PHONE المجانية من أجل ولائك. اتصل الآن على 0207 153 9153. ينتهي العرض في 26 يوليو. تطبق الشروط والأحكام. الانسحاب متاح,No,No,yes
ham,هي أختنا .. هي 2 عائلتنا .. هي أمل الغد .. صلّي 4 لها الذي كان مصيرها 4 د حادث قطار شورانور. دعونا نجمع أيدينا معًا & amp؛ يغذيها الحب وأمبير. قلق 2 قبل حزنها & amp؛ الم. الثابتة والمتنقلة الانضمام في سلسلة ديس وأمبير. مرره. وقف العنف ضد المرأة.,No,No,No
ham,أنا أضعه الآن. يجب أن يكون جاهزًا لـ & lt؛ TIME & gt؛,No,No,No
ham,نعم ü ليس قادمًا :-(,No,No,No
spam,دخول مجاني في الأسبوع الأول 2 TEXTPOD 4 فرصة 2 للفوز بجهاز iPod 40 جيجابايت أو 250 جنيهًا إسترلينيًا نقدًا كل أسبوع. أرسل POD إلى 84128 Ts & Cs www.textpod.net,yes,No,No
ham,يجب أن تكون أكثر تحديدًا من ذلك,No,No,No
ham,S لكن غير قادر على النوم.,No,No,No
ham,بعد إتمام الدرجة. لا فائدة من الانضمام إلى التمويل.,No,No,No
ham,شكرا ولكن عيد ميلادي قد انتهى بالفعل.,No,No,No
ham,لا b4 الخميس,No,No,No
spam,رسالة قصيرة. ac Blind Date 4U !: Rodds1 تبعد 21 / م من أبردين ، المملكة المتحدة. تفقده http: // img. رسالة قصيرة. ac / W / icmb3cktz8r7! -4 لا توجد تواريخ عمياء ترسل إخفاء,yes,No,No
smishing,خمين ما! شخص ما تعرفه سرا يتخيلك! هل تريد معرفة من هو؟ اتصل بنا على 09065394973 من الخط الأرضي DATEBox1282EssexCM61XN 150p / min 18,No,No,yes
ham,هناك العديد من الشركات. قل لي اللغة.,No,No,No
ham,أنت متأكد من أن جيرانك لم يستلموها,No,No,No
ham,والآن سيتصل والدي بعد أن يغادر العمل ويطرح كل هذه الأسئلة المجنونة.,No,No,No
ham,سأرسل لك رسالة نصية عندما أنزل x,No,No,No
ham,Wen ur loved bcums angry wid u، dnt أخذ الأمر على محمل الجد .. كونك غاضبًا هو الأكثر طفولية n الطريقة الحقيقية لإظهار المودة العميقة ، الرعاية n luv! ..,No,No,No
ham,لا ، سوف أتصل بالإنترنت الآن ..,No,No,No
ham,حظ دوني في الفوز ببعض الألقاب الكبيرة ، لذا سنفوز :),No,No,No
ham,S .... s ... الهند سترسم السلسلة بعد سنوات عديدة في تراب جنوب إفريقيا ..,No,No,No
ham,أحتاج أن أعود إلى المنزل وأعطيك بعض الحب الجيد ...,No,No,No
ham,في الحقيقة متى تغادر؟ أعتقد أن آدي يعود إلى المدرسة أو يتزوج,No,No,No
ham,لا توجد رسائل على هاتفها. أنا أحملها الآن,No,No,No
